index,class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean
161,3,3606,6,105,74,3,3401,10,158,203,22,2972,6,105,151,16,2294,0,70,114,11,1482,0,45,76,5,107.7210965,111.6573931,12817.69043
162,3,2106,57,45,91,2,1986,70,31,206,8,1349,30,17,156,4,686,13,10,104,3,258,2,6,61,1,151.0338994,150.4401316,26723.74008
163,3,1782,65,51,27,3,1661,95,82,74,16,1063,55,52,53,9,555,28,25,34,6,274,14,8,22,3,142.6208967,145.4502189,22850.56179
164,3,3106,35,64,55,3,2956,36,110,147,14,2438,11,73,104,12,1799,6,41,66,9,1185,5,23,37,4,115.6340646,117.7385383,15510.42394
165,3,3754,49,30,13,2,3612,87,65,74,10,2942,49,36,65,8,2076,30,18,51,5,1272,18,4,32,4,148.9899936,151.5805051,26172.14786
166,3,871,41,6,18,0,841,56,5,29,5,555,25,4,23,1,331,11,1,17,1,183,3,0,11,1,142.0518956,144.8321723,23266.69891
167,3,105,4,5,200,0,96,4,4,205,5,78,3,2,96,2,56,1,1,35,1,37,0,1,17,1,78.25145092,75.85812655,8934.640576
168,3,1310,27,52,100,0,1252,20,8,204,5,1026,10,3,166,3,736,4,2,107,1,433,1,1,61,0,131.5981787,134.9612234,21898.86697
169,3,4602,27,151,49,2,4170,21,417,205,18,3347,7,273,165,11,2295,3,174,124,6,1230,2,94,87,1,130.1253983,130.3903218,23502.23736
170,3,1992,45,83,181,2,1847,31,30,392,3,1374,13,19,323,1,836,8,9,200,0,471,4,5,107,0,119.1149769,120.3917208,17318.03464
171,3,1048,188,72,410,2,852,188,2,660,18,567,128,1,619,9,288,77,1,541,6,144,46,0,437,1,130.4788947,131.4273055,21988.25682
172,3,3293,179,1094,330,7,2258,64,1400,1059,122,1745,25,879,887,89,1216,9,511,694,55,725,2,288,481,27,120.3275811,123.7567352,24351.37465
173,3,220,22,168,505,1,158,12,35,699,12,114,5,23,559,8,83,3,15,373,5,41,1,10,204,2,206.6518629,206.4990509,78190.0205
174,3,2013,30,20,22,4,1943,45,10,68,23,1582,21,4,55,16,1080,11,3,42,10,618,6,2,28,5,151.7389674,150.6517031,28119.73118
175,3,1457,15,1136,678,0,860,2,272,2150,2,706,2,157,1439,2,516,0,86,772,1,308,0,44,348,1,123.293253,119.2837834,29195.14414
176,3,66,10,29,34,0,1,1,0,127,10,0,0,0,13,5,0,0,0,4,3,0,0,0,0,0,160.2831747,148.8434078,66308.56959
177,3,103,55,15,57,0,9,111,0,100,10,5,72,0,17,3,5,46,0,2,2,4,29,0,0,2,309.0517428,317.7279601,148511.1969
178,3,3,1,6,9,1,0,1,0,8,11,0,1,0,3,10,0,0,0,0,5,0,0,0,0,3,269.7557049,260.580651,128410.5105
179,3,2397,19,74,27,5,2245,19,170,64,24,1769,10,124,34,15,1209,4,87,22,3,654,4,54,13,3,124.004196,129.8135485,18708.9871
180,3,3572,19,185,154,0,3289,5,171,448,17,2816,2,65,237,11,2153,1,25,121,6,1360,0,8,55,5,107.1688475,109.6524276,14528.19998
181,3,66,19,57,1056,4,0,0,0,1144,58,0,0,0,118,36,0,0,0,7,29,0,0,0,0,26,42.66656407,44.1377211,14537.81472
182,3,3215,20,611,97,3,2176,8,1330,345,87,1887,3,982,182,37,1407,0,666,110,24,832,0,455,64,8,153.877009,148.3768997,36886.37884
183,3,18,7,3,9,1,5,12,0,6,15,3,8,0,1,10,2,3,0,0,7,2,1,0,0,3,319.4583794,332.7809504,153319.6276
184,3,2014,87,47,68,1,1840,98,61,212,6,1323,38,43,156,4,844,12,34,86,1,429,7,22,50,1,127.9082641,129.182447,19799.19296
185,3,2421,15,24,11,1,2366,23,44,34,5,1680,16,28,25,3,941,8,19,17,1,421,5,11,9,1,139.8703545,138.7674717,22598.84661
186,3,413,18,420,21,1,157,7,660,45,4,111,3,553,34,2,73,1,443,25,2,46,0,359,11,2,294.9246008,265.7658156,99194.41734
187,3,499,32,56,15,2,457,48,60,37,2,282,35,34,24,0,134,24,19,16,0,48,17,11,8,0,176.1109247,175.1730192,40727.29891
188,3,1402,11,559,10,1,699,3,1245,27,9,549,3,982,17,6,412,2,766,12,4,279,1,551,5,3,254.7131678,235.651433,80885.80921
189,3,915,19,214,23,2,765,13,337,52,6,598,7,272,36,3,437,5,195,22,0,270,1,135,11,0,120.48289,128.2125739,22442.81709
190,3,1987,20,150,31,1,1808,26,276,75,4,1339,9,206,53,3,865,3,155,32,2,468,0,107,22,1,121.9555084,121.6417153,18074.53739
191,3,499,94,41,77,2,398,139,42,129,5,247,121,25,103,2,122,91,10,75,2,60,69,8,46,2,121.6184609,123.8222286,19549.43704
192,3,1179,14,1086,34,2,344,7,1872,87,5,239,6,1577,56,4,162,4,1289,29,1,101,2,990,16,1,275.4885677,254.6982013,94231.55214
193,3,2820,10,236,28,1,2465,10,537,78,5,2130,6,368,53,4,1735,2,223,29,1,1333,1,136,14,1,110.5451499,113.1954893,15794.61728
194,3,2086,39,139,219,1,1893,42,109,437,3,1405,27,75,313,2,797,13,46,194,1,343,3,32,114,0,113.4251181,112.6660054,16310.93835
195,3,322,12,116,142,2,248,18,6,310,12,179,13,4,155,8,100,6,3,61,4,46,2,0,17,2,242.4252345,252.571083,100925.3438
196,3,802,12,621,14,2,334,7,1049,57,4,264,3,877,35,2,168,3,700,22,1,110,1,528,11,1,229.9994771,215.7625444,71490.2904
197,3,2010,33,56,15,1,1911,54,102,45,3,1431,33,72,33,1,897,20,51,25,1,499,12,30,15,0,128.5829394,130.1861716,19384.14064
198,3,1998,4,187,82,0,1640,1,386,243,1,1446,1,287,160,0,1197,0,205,91,0,833,0,143,54,0,114.0939591,109.6029039,19036.67221
199,3,1492,11,1084,125,0,580,4,1696,420,12,456,1,1310,284,9,333,1,920,195,7,200,1,565,126,6,157.5935936,152.6435104,35521.354
200,3,1223,66,37,38,1,1094,133,51,82,5,691,93,32,57,3,320,41,16,31,2,110,24,10,18,2,137.8872473,137.1311105,21449.95296
201,3,1038,78,59,32,2,929,117,63,88,12,599,73,41,65,7,304,42,20,47,4,109,20,15,36,3,135.346996,131.7713473,22703.45624
202,3,1509,12,99,6,0,1370,20,206,28,2,880,10,152,18,2,443,6,113,13,0,174,3,80,6,0,143.3311653,143.9241374,25934.72541
203,3,2455,9,583,11,8,1813,9,1146,57,41,1539,7,947,30,23,1191,2,739,19,6,768,1,552,11,3,142.4949348,144.1604853,30690.0999
204,3,1288,16,209,19,1,1140,20,323,46,4,763,12,245,29,1,415,6,161,18,1,211,6,106,9,1,143.0114267,142.7702687,26134.63039
205,3,2131,17,180,46,2,1876,24,267,199,10,1295,17,167,157,6,707,10,102,105,4,335,7,57,64,3,120.9261921,123.8330758,18843.44552
206,3,7411,32,134,12,0,6994,47,453,89,6,6049,23,316,74,4,4803,9,214,56,3,3455,5,131,39,3,115.2764099,114.7338899,16967.8473
207,3,169,12,24,4,4,156,11,28,6,12,110,7,19,2,11,63,3,12,2,8,42,1,7,2,5,184.3269561,194.79493,52681.62837
208,3,5068,59,25,8,0,4936,108,65,45,6,3876,57,50,25,2,2402,14,35,12,2,1094,3,19,5,1,106.9545351,109.6308574,12824.50365
209,3,2445,98,46,51,1,2331,139,67,98,6,1722,64,44,81,6,1014,25,22,58,6,499,12,14,33,4,150.3361107,149.9623446,26519.45236
210,3,3233,29,516,147,0,2308,22,556,1035,4,1514,14,333,871,3,817,9,195,606,0,395,6,102,313,0,105.4653665,104.166589,17872.08014
211,3,1070,29,72,47,0,999,37,61,120,1,702,24,37,109,1,381,9,19,85,0,172,6,10,66,0,144.7379995,141.3640772,25805.96694
212,3,585,42,72,130,4,500,45,39,233,16,342,23,20,180,12,184,10,9,114,7,77,7,2,54,3,127.1958813,125.6318457,23460.86436
213,3,3215,9,38,3,4,3123,14,101,19,12,2747,8,66,7,10,2134,3,41,2,5,1449,1,23,2,3,103.1871511,105.9894752,12717.38931
214,3,1,1,0,2,2,0,0,0,3,3,0,0,0,3,2,0,0,0,1,1,0,0,0,1,0,243.1103057,206.8413467,97505.66699
215,3,2855,76,249,112,4,2441,29,497,319,10,1882,11,333,231,5,1216,3,205,136,2,652,1,116,66,2,112.0535825,116.8593736,16431.75016
216,3,844,62,3,18,1,800,84,7,27,10,547,40,5,21,6,295,19,4,11,6,135,5,2,9,5,153.5832007,156.9386012,26332.48719
217,3,1357,14,23,14,0,1321,15,31,40,1,953,12,19,23,1,589,5,13,14,0,301,2,4,4,0,135.8943982,138.6970565,21027.71925
218,3,1776,12,31,35,2,1726,19,42,64,5,1231,12,23,44,4,721,3,11,26,4,331,2,5,16,1,133.3405228,135.3651694,20009.43165
219,3,1311,31,52,44,2,1211,31,103,87,8,870,11,82,56,6,529,3,50,29,5,271,2,32,14,4,123.9747865,126.289715,18938.34981
220,3,1110,187,202,473,1,842,130,10,984,7,540,61,6,852,3,257,25,1,656,3,98,12,0,451,3,100.6314006,100.5593527,14305.55714
221,3,448,15,10,42,1,418,17,11,68,2,281,5,7,33,1,167,2,4,14,1,76,1,3,6,0,147.7175243,144.606338,24615.41173
222,3,3284,15,65,36,0,3155,7,51,187,0,2418,4,19,145,0,1531,0,13,89,0,805,0,7,58,0,146.1576227,143.226647,22462.89266
223,3,1816,21,48,34,0,1746,11,59,102,1,1226,3,38,64,0,718,1,23,43,0,368,0,10,23,0,152.6663161,153.801316,25752.47517
224,3,10,1,2,1,0,8,0,0,4,2,7,0,0,0,1,7,0,0,0,0,7,0,0,0,0,471.42968,460.2263194,249800.5863
225,3,2277,66,188,117,1,2004,27,207,409,2,1430,13,118,247,0,832,6,67,131,0,367,2,41,63,0,127.291715,129.6838607,19560.19328
226,3,711,132,197,762,5,475,58,116,1132,26,288,18,73,858,16,137,6,56,570,13,45,2,40,305,13,104.9582838,104.7159358,14078.08289
227,3,1429,878,29,72,32,429,1627,7,193,184,267,1476,5,132,144,145,1350,2,87,97,64,1213,1,66,70,272.7200196,264.1335274,92869.20357
228,3,2834,170,2929,422,1,816,8,2272,3186,74,556,3,1472,2442,44,312,0,864,1641,23,160,0,475,964,9,117.0079312,117.8198216,26698.35007
229,3,2662,104,232,238,4,2293,100,139,697,11,1700,51,65,551,4,1053,20,27,417,2,552,11,14,291,2,119.6662399,121.3138596,18951.70818
230,3,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,259.8459015,281.312935,119022.8715
231,3,820,580,72,334,22,281,854,1,539,153,128,713,1,308,107,37,529,1,145,80,5,339,0,67,50,143.6646318,144.1914589,31891.42457
232,3,591,92,264,414,106,0,12,1,253,1201,0,4,0,108,840,0,2,0,48,447,0,1,0,19,208,296.5270532,282.4942721,128480.5711
233,3,564,603,35,180,35,30,944,4,265,174,11,842,1,163,131,3,697,0,88,92,0,569,0,42,66,155.9756059,162.1554983,30741.82673
234,3,160,17,651,2745,32,17,4,4,1976,1604,7,3,1,1090,975,3,2,0,497,514,1,1,0,227,262,75.93162801,74.69779745,11967.78501
235,3,87,51,259,316,21,0,52,4,382,296,0,48,0,194,179,0,41,0,94,99,0,31,0,46,56,105.2040276,100.8254209,21952.82016
236,3,100,58,107,148,18,28,72,12,183,136,7,67,4,112,71,3,58,0,66,37,0,48,0,34,23,100.3424525,98.59357688,13796.29771
237,3,144,236,23,244,26,2,294,0,300,77,1,268,0,180,47,1,237,0,102,27,0,194,0,64,15,106.327544,109.7196501,14580.39828
238,3,492,573,5,92,6,109,875,0,153,31,55,680,0,123,21,10,481,0,76,13,1,350,0,42,7,163.7890333,171.9481112,31720.64435
239,3,252,172,143,1357,48,46,125,0,1411,390,16,99,0,1048,287,9,71,0,710,188,2,50,0,449,119,106.1413191,108.3033951,16961.10368
240,3,187,447,7,320,17,14,499,0,382,83,6,408,0,222,35,0,320,0,116,15,0,247,0,66,7,116.5679091,117.3446499,17688.15125
241,3,399,603,2,144,10,62,877,0,192,27,26,727,0,142,21,5,587,0,91,13,1,445,0,49,5,147.4302617,152.1495017,25170.29851
242,3,199,266,27,376,13,27,325,0,496,33,10,274,0,407,20,0,210,0,313,11,0,150,0,233,5,108.4477347,109.1284429,15820.04565
243,3,791,974,2,28,8,124,1613,0,44,22,45,1348,0,25,16,22,1069,0,10,11,11,801,0,4,8,161.3370038,169.0432781,29427.2529
244,3,136,174,39,981,61,16,194,0,923,258,7,175,0,483,118,3,140,0,217,59,1,113,0,91,40,76.72684019,75.48765812,10070.78552
245,3,246,86,1138,1484,51,11,70,14,1628,1282,4,61,5,981,727,1,41,1,491,370,0,30,0,196,169,114.9889013,113.0422495,34606.24944
246,3,256,276,72,178,7,91,339,1,286,72,33,314,0,191,35,9,274,0,106,21,4,219,0,54,8,114.0570743,118.5055175,17151.09506
247,3,549,893,29,114,29,6,1308,0,178,122,1,1206,0,96,75,0,1094,0,45,49,0,948,0,24,29,137.8093905,137.8057848,21355.4873
248,3,25,10,147,1273,3,1,3,1,1417,36,0,2,0,1107,27,0,0,0,795,19,0,0,0,523,10,69.49152547,67.00371396,15389.22269
249,4,496,483,41,89,3,131,779,7,189,6,60,635,2,158,3,24,452,0,130,2,12,317,0,89,1,159.1146567,159.0961299,31342.91838
250,4,1148,1265,97,133,3,119,2118,52,353,4,57,1733,23,299,3,19,1245,2,258,1,7,829,0,205,1,143.3727628,146.4682964,23585.70857
251,4,532,712,249,929,2,232,435,48,1695,14,130,256,12,1200,10,77,126,4,723,8,23,57,1,376,7,155.0586798,155.8478988,36199.45497
252,4,1067,542,751,1839,71,441,431,140,2832,426,281,338,48,2278,379,169,226,10,1635,309,90,142,3,1068,259,145.5888982,146.8348452,36593.73246
253,4,2632,2159,757,1997,9,782,1671,50,4914,137,431,1105,34,4484,109,195,640,14,3874,77,73,350,8,3113,55,113.4146644,113.2117458,18531.42052
254,4,790,562,63,380,66,411,431,19,665,335,342,313,12,548,298,293,216,5,417,262,237,135,1,304,214,235.5194929,244.3893014,96163.1528
255,4,1117,1106,981,2280,2,158,1145,342,3821,20,69,887,160,3086,14,21,555,43,2329,9,6,335,8,1565,5,117.9406936,118.286547,21183.95134
256,4,971,822,1064,3432,5,202,639,126,5303,24,88,483,48,4677,14,32,283,15,3831,10,8,162,3,2802,6,101.4664784,103.6012463,18039.91863
257,4,715,893,239,717,5,152,1090,45,1272,10,50,808,17,1061,9,13,526,2,816,6,3,318,1,534,5,138.5492734,140.7874934,27741.13507
258,4,1454,1128,538,1033,9,496,1033,78,2485,70,233,655,38,2124,43,77,308,18,1664,23,26,134,7,1150,10,123.4817709,128.323564,22649.2807
259,4,750,409,711,1356,20,228,238,334,2266,180,136,163,165,1672,148,72,99,64,1085,115,36,54,24,601,83,143.735873,146.1942085,32898.8652
260,4,875,717,237,751,2,259,838,77,1392,16,136,593,44,1165,12,63,377,23,927,6,29,213,14,647,5,117.2730497,119.445207,20112.42179
261,4,1141,287,221,458,2,872,324,71,828,14,649,204,35,683,9,428,114,13,538,7,243,56,4,403,5,174.1832286,175.222952,51526.13328
262,4,1115,444,409,1279,1,578,403,40,2221,6,306,221,16,1999,6,127,99,5,1662,2,35,38,2,1197,1,109.3591463,111.1563493,15196.91258
263,4,431,386,57,437,4,208,425,8,666,8,119,291,6,592,7,55,177,1,503,5,17,109,0,397,3,110.9094528,112.6949973,16407.53143
264,4,1087,705,244,1413,0,380,584,0,2485,0,172,359,0,2384,0,53,185,0,2213,0,12,87,0,1949,0,113.1746254,115.3088696,17529.7988
265,4,2377,2031,1063,4727,1,906,1112,33,8131,17,535,727,18,7829,15,237,405,13,7348,11,71,236,9,6537,7,110.7093076,113.1322214,17030.65344
266,4,61,102,1266,21982,0,5,14,11,23370,11,1,10,3,22661,10,1,7,1,21295,10,0,5,0,18876,9,76.66769657,76.96814191,9945.211515
267,4,291,312,117,592,3,42,343,1,915,14,18,266,0,828,7,9,191,0,704,5,4,133,0,518,4,92.76508593,93.60573027,12380.06597
268,4,549,607,340,2459,1,135,355,27,3414,25,68,219,17,3289,20,25,118,6,3043,12,4,63,3,2732,7,102.2347499,102.1871915,16688.27154
269,4,4146,2829,90,195,3,1292,4986,16,944,25,567,3556,8,765,20,182,2018,1,565,16,42,998,0,370,9,122.6219496,124.7121625,16867.07494
270,4,991,707,1857,5600,1,246,373,297,8211,29,143,263,167,7592,21,74,151,79,6640,14,25,93,44,5439,9,125.9479173,126.1425794,26039.89975
271,4,458,615,633,3120,1,92,397,18,4318,2,38,273,8,4098,1,10,174,2,3667,1,3,103,0,3014,0,106.7576139,108.3009964,18033.10335
272,4,384,374,2352,6926,2,46,120,265,9564,43,15,77,120,8146,40,6,39,37,6087,29,0,14,10,3648,26,93.14742174,91.36273052,13604.26362
273,4,2228,1220,174,462,18,1337,1502,8,1199,56,798,967,3,1109,44,408,556,1,986,34,184,273,0,798,20,129.4693582,131.2571011,19658.92314
274,4,331,278,156,747,5,93,278,18,1115,13,40,190,6,954,8,15,98,1,740,5,3,56,0,517,5,118.7981223,115.3686171,21516.47552
275,4,1508,667,1053,2514,2,847,379,254,4232,32,693,251,165,3682,27,533,142,87,3035,18,377,92,41,2363,15,128.4537041,129.7511474,32027.34073
276,4,727,945,10,45,2,65,1546,0,102,16,26,1276,0,78,12,13,937,0,48,9,0,637,0,27,5,132.3112635,134.2975135,20744.02652
277,4,166,120,134,176,14,10,160,20,317,103,3,137,4,183,56,1,119,0,84,27,0,88,0,35,15,116.4394112,117.6541012,21052.97528
278,4,466,526,12,199,6,79,839,0,269,22,30,737,0,216,11,6,588,0,157,6,1,452,0,109,3,132.3610446,133.6469084,20228.48587
279,4,190,250,125,1618,10,24,198,2,1803,166,13,160,1,1133,107,9,126,0,548,52,7,95,0,195,17,102.7154933,104.8876684,17606.23433
280,4,546,526,44,130,5,52,865,2,288,44,15,764,2,205,30,4,639,1,117,19,1,517,1,60,11,141.9054758,145.0918097,27166.23813
281,4,481,686,253,1792,28,14,555,4,2481,186,8,489,2,1833,91,3,399,0,1112,44,0,296,0,582,21,92.70800742,92.93897873,14452.5415
282,4,4212,654,292,635,3,3386,247,240,1853,70,2724,70,167,1432,33,1868,15,121,974,16,1052,2,81,567,3,106.5183053,107.2116561,13406.84119
283,1,1099,32,12,15,2,1067,44,13,31,5,704,22,5,28,1,347,7,1,19,0,145,3,0,17,0,159.8118586,163.1002011,27832.70167
284,3,2172,23,125,44,0,2034,21,206,86,17,1777,15,138,68,13,1501,9,87,46,10,1156,5,43,28,7,125.8144129,124.1794658,18874.02738
285,2,1903,1611,120,310,1,751,2250,75,857,12,277,1796,53,768,5,85,1260,39,639,0,23,798,26,506,0,131.4803861,133.9479727,20945.48731
286,4,4676,148,633,260,10,3690,155,345,1282,255,2361,102,163,1002,179,1207,58,76,636,124,474,30,34,343,68,111.7869537,114.4687319,16617.74837
287,2,347,65,31,86,1,294,84,10,138,4,158,67,8,100,0,65,42,5,46,0,17,23,2,17,0,149.8016336,147.2781754,33467.51176
288,2,406,231,4,21,5,261,351,0,43,12,108,251,0,27,6,39,165,0,14,4,14,107,0,9,1,187.7658481,191.4712831,49325.82931
289,4,674,11,651,190,2,401,4,425,672,26,138,1,208,573,15,47,0,108,429,7,9,0,62,265,2,109.0779449,103.0378596,19248.10948
290,3,1080,207,274,313,4,784,148,388,520,38,453,56,249,301,20,196,21,165,139,12,47,5,91,57,7,121.7077382,124.0762864,24164.92573
291,4,1802,731,1126,4042,4,255,136,67,6796,451,106,71,47,4776,214,38,27,28,2628,91,11,8,19,1057,37,155.2731009,149.3151558,54716.80635
292,4,2432,201,1148,214,4,1288,80,2037,579,15,870,25,1806,375,6,476,6,1490,193,1,233,2,1198,88,0,153.1839562,149.8711084,34892.16551
293,2,1376,963,11,42,7,810,1492,13,70,14,350,1006,9,49,7,110,614,5,30,4,28,369,2,15,1,165.767652,164.6927044,31727.98765
294,2,499,359,3,11,6,267,577,1,17,16,121,443,0,12,7,37,320,0,7,3,6,217,0,2,1,135.5572848,138.7579385,20564.79882
295,4,2384,246,281,132,7,1862,358,255,514,61,969,249,109,360,45,398,148,44,216,31,143,83,22,122,18,123.2110043,123.9866495,19766.31902
296,3,1135,49,177,155,1,912,42,203,349,11,573,21,139,196,4,296,10,91,84,3,127,7,43,28,0,106.5256427,108.9349559,14858.358
297,4,2628,52,323,99,1,2197,55,558,286,7,1506,23,406,235,4,862,3,248,180,2,403,1,140,114,1,128.7486058,131.7747702,21907.25546
298,3,1046,138,100,136,1,860,188,108,261,4,426,96,69,168,3,149,45,48,88,2,30,23,29,43,0,124.0114016,121.8590457,17993.37494
299,4,885,56,1325,960,0,342,20,388,2454,22,156,12,181,2031,10,61,9,91,1376,6,22,2,42,714,3,85.15754041,86.53887934,14649.07131
300,4,2034,173,3848,1011,1,606,33,2726,3646,56,241,16,1975,2800,27,66,6,1345,1827,8,12,4,883,977,5,110.8011647,111.557476,21527.45119
301,1,127,143,12,35,2,71,179,11,54,4,29,105,8,48,2,6,57,5,41,1,2,25,2,23,0,146.2482618,148.8433841,29470.23033
302,1,2736,12,71,27,0,2623,14,133,72,4,2057,5,98,42,2,1302,3,72,25,2,580,3,51,9,1,113.4648034,116.3741571,15583.6827
303,4,3194,44,3130,989,1,1619,5,1474,4239,21,1233,4,858,3276,21,850,2,464,2097,15,498,0,251,1045,6,90.98280827,91.20974769,13517.97136
304,1,1882,324,2,2,3,1636,547,4,9,17,1016,317,1,7,8,460,159,0,3,6,177,73,0,0,2,141.7176176,147.1811977,23582.15769
305,3,1999,214,2300,939,2,588,27,2643,2165,31,355,15,2322,1578,17,168,9,2044,902,7,56,2,1725,380,4,177.3237314,166.1765765,47791.12431
306,4,811,376,1600,2701,3,158,143,458,4650,82,49,74,282,3721,50,14,40,165,2593,31,2,19,97,1569,11,88.38586371,88.79031383,12290.72708
307,3,1418,290,130,51,0,913,594,184,194,4,342,407,121,144,2,80,228,75,90,0,13,119,46,53,0,133.3181319,134.5824999,21417.39628
308,4,1761,198,944,1904,1,906,54,438,3400,10,525,31,313,2896,6,185,14,215,2068,6,53,9,164,1238,4,92.44230979,91.54092002,14538.26164
309,0,314,107,1,26,2,262,144,0,35,9,104,66,0,24,4,18,33,0,15,2,4,15,0,7,0,146.7219172,148.5335857,24327.43073
310,0,544,134,53,116,3,379,189,42,230,10,164,115,23,154,7,58,53,14,78,5,22,28,8,33,3,114.5013582,112.0036865,15793.88904
311,0,472,182,16,110,0,307,242,8,221,2,131,146,1,171,1,56,80,0,104,1,21,45,0,57,1,140.2436812,141.3045742,24712.71871
312,0,580,76,113,507,0,394,69,24,786,3,190,44,7,563,2,61,19,4,328,0,16,12,3,136,0,92.68740519,91.1765128,12631.85098
313,0,640,30,104,271,2,543,20,30,450,4,247,13,15,323,1,92,6,7,179,1,16,4,1,76,1,109.9752335,108.7740297,17181.67894
314,0,1833,95,1489,376,0,744,25,1975,1036,13,536,14,1608,766,3,331,4,1212,505,3,138,0,870,281,2,167.2671821,159.9472774,42006.239
315,0,668,94,130,225,1,478,67,191,377,5,326,31,176,219,1,177,10,145,113,0,65,2,125,51,0,107.936788,103.7830492,16982.45914
316,0,366,94,10,29,1,288,152,7,50,3,128,85,5,29,1,37,43,3,13,0,19,21,3,6,0,145.9504906,143.9190537,22516.54638
317,0,212,22,47,377,2,169,7,4,471,9,76,3,3,368,3,25,2,1,224,2,6,1,1,108,0,78.37360854,79.14765964,10019.34881
