class_i,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,ASCUS_c_09999,LSIL_c_09999,ASCH_c_09999,HSIL_c_09999,SCC_c_09999,ASCUS_c_099999,LSIL_c_099999,ASCH_c_099999,HSIL_c_099999,SCC_c_099999,d_05
1,878,42,13,309,16,546,22,3,176,12,331,11,1,104,9,161,4,1,47,0,67,3,1,22,0,146.1135226
1,1074,19,3,2,5,635,7,1,1,2,303,3,1,0,1,111,2,0,0,1,28,0,0,0,0,220.208285
1,3217,29,1,50,0,2168,10,0,39,0,1280,3,0,28,0,645,0,0,19,0,261,0,0,15,0,265.0472379
1,1834,55,2,195,5,1119,19,1,96,2,597,8,1,38,1,268,2,0,17,1,101,1,0,5,0,226.4247799
1,5553,5,25,29,7,4602,0,6,9,6,3287,0,1,1,3,1833,0,0,1,3,703,0,0,1,2,122.9248066
1,2754,41,8,12,1,1993,28,1,2,1,1113,22,1,0,1,503,12,1,0,1,148,10,1,0,0,166.4015732
1,2486,23,8,62,0,1749,18,3,26,0,1064,10,0,7,0,541,5,0,2,0,224,4,0,2,0,161.919866
1,1380,7,1,9,0,927,1,0,6,0,539,0,0,3,0,280,0,0,2,0,112,0,0,1,0,213.4125121
1,2676,3,0,30,3,1980,2,0,21,3,1241,1,0,5,2,604,1,0,1,1,211,1,0,0,1,222.5203161
1,1403,5,0,35,3,1068,1,0,12,1,750,0,0,6,1,357,0,0,0,1,138,0,0,0,1,166.8430705
1,6466,5,1,4,3,5526,4,1,2,1,4208,4,1,1,1,2571,3,1,0,0,1212,3,1,0,0,171.065283
1,1675,13,0,4,1,1041,6,0,1,1,511,2,0,0,0,177,1,0,0,0,25,1,0,0,0,221.6094825
1,2606,1,51,63,0,1999,1,17,34,0,1340,0,9,18,0,714,0,3,5,0,225,0,0,3,0,118.1340244
1,2255,19,15,30,1,1495,6,7,8,0,831,3,4,1,0,340,0,1,1,0,93,0,0,1,0,191.8027485
1,1626,15,0,7,0,992,7,0,2,0,502,2,0,1,0,194,0,0,0,0,63,0,0,0,0,187.8913986
1,1970,32,12,32,6,1217,14,6,12,3,618,2,2,3,3,217,1,1,0,1,59,0,0,0,1,218.4367613
1,2719,1,58,13,6,2170,1,18,7,2,1476,1,5,3,1,730,1,3,3,1,226,0,2,1,0,138.9573112
1,1278,92,1,84,1,913,71,1,34,0,564,58,1,12,0,278,50,0,8,0,91,45,0,1,0,182.6912156
1,1186,9,4,10,0,935,3,1,3,0,648,3,1,1,0,329,2,1,0,0,125,2,1,0,0,165.6128569
1,1139,43,12,399,6,685,13,4,295,2,374,3,3,182,1,192,1,1,116,1,75,1,1,60,0,187.1454147
1,473,212,44,164,11,258,132,16,117,9,141,77,9,77,4,57,35,3,53,0,18,22,2,35,0,175.5817611
1,2327,4,1,4,0,1599,2,1,4,0,915,1,1,3,0,400,1,0,1,0,128,1,0,0,0,197.4286542
1,2327,9,0,1,0,1441,5,0,0,0,729,1,0,0,0,254,0,0,0,0,52,0,0,0,0,224.0679971
1,333,7,0,3,0,212,0,0,0,0,115,0,0,0,0,33,0,0,0,0,7,0,0,0,0,198.4647949
1,3900,5,0,29,5,3338,2,0,14,3,2541,0,0,7,1,1606,0,0,2,1,756,0,0,0,1,157.2518592
1,1727,25,7,6,2,983,7,1,2,0,429,0,1,0,0,136,0,0,0,0,22,0,0,0,0,213.1213286
1,2687,19,2,31,0,1769,9,1,15,0,935,3,0,7,0,394,1,0,2,0,112,0,0,1,0,231.9289954
1,4009,2,2,7,0,3001,1,0,4,0,1844,1,0,2,0,783,1,0,1,0,174,0,0,0,0,167.1395621
1,2142,4,1,4,0,1695,1,0,0,0,1134,1,0,0,0,521,0,0,0,0,162,0,0,0,0,163.9109365
1,1020,13,1,21,1,708,7,0,10,1,428,3,0,3,1,226,0,0,3,1,100,0,0,1,0,162.0654353
1,6629,0,4,7,6,5810,0,1,2,2,4434,0,0,1,1,2519,0,0,1,0,941,0,0,1,0,132.9001379
1,2944,6,0,10,2,2035,4,0,2,1,1144,3,0,0,1,448,2,0,0,1,108,0,0,0,1,163.8564066
1,1479,12,0,88,1,1016,3,0,48,1,611,1,0,26,0,317,1,0,12,0,125,0,0,5,0,196.5258145
1,2181,116,7,90,18,1416,58,3,66,13,789,28,2,44,9,407,12,1,28,4,159,3,1,20,4,191.108411
1,1738,2,5,68,2,1318,1,1,36,1,849,1,0,21,1,449,1,0,9,1,195,0,0,6,1,202.2986766
1,1598,3,0,2,1,1012,2,0,1,1,513,1,0,1,1,178,0,0,0,0,46,0,0,0,0,186.5925521
1,1264,1,12,67,0,923,0,2,24,0,571,0,0,4,0,275,0,0,2,0,98,0,0,2,0,132.0942909
1,637,5,0,48,4,437,3,0,14,2,250,2,0,6,0,113,1,0,1,0,39,1,0,1,0,144.2498668
1,3944,6,1,11,9,3007,4,0,4,5,1866,3,0,1,3,913,3,0,0,3,268,2,0,0,0,139.9850781
1,1220,2,3,7,1,874,1,2,1,1,519,1,0,0,0,193,1,0,0,0,37,1,0,0,0,143.5743584
1,1030,43,0,5,1,696,15,0,2,1,396,8,0,0,1,175,6,0,0,1,59,2,0,0,1,217.8587485
1,3339,4,1,1,0,2296,0,1,0,0,1193,0,0,0,0,385,0,0,0,0,64,0,0,0,0,210.9452434
1,4743,6,5,6,1,3376,1,3,2,0,1857,1,0,0,0,640,0,0,0,0,147,0,0,0,0,164.8487066
1,630,15,0,30,1,373,10,0,7,1,182,6,0,1,1,64,1,0,1,0,11,0,0,0,0,223.9393695
1,2725,0,1,21,0,2156,0,0,7,0,1427,0,0,2,0,658,0,0,0,0,210,0,0,0,0,159.3693124
1,613,4,0,42,0,433,0,0,17,0,274,0,0,5,0,143,0,0,0,0,50,0,0,0,0,191.8460879
1,1890,131,0,55,20,1261,89,0,27,6,701,60,0,7,2,347,49,0,3,0,120,37,0,1,0,187.8826838
1,2876,27,0,9,0,1739,6,0,5,0,702,0,0,4,0,193,0,0,1,0,46,0,0,1,0,214.6647986
1,2167,1,0,10,0,1574,0,0,1,0,875,0,0,1,0,362,0,0,0,0,109,0,0,0,0,219.2274003
1,1406,2,1,6,2,1183,1,1,3,2,894,0,0,1,1,577,0,0,0,0,247,0,0,0,0,147.3670405
1,2120,5,0,55,3,1661,3,0,13,2,1109,2,0,4,1,576,2,0,2,1,231,1,0,2,1,159.4927931
1,982,14,0,3,0,597,8,0,1,0,293,6,0,0,0,94,3,0,0,0,17,3,0,0,0,214.6833259
1,6574,19,0,4,0,5204,5,0,1,0,3446,2,0,0,0,1792,0,0,0,0,687,0,0,0,0,172.5102152
1,2924,2,4,15,2,2298,0,1,6,2,1478,0,0,3,1,731,0,0,2,1,266,0,0,2,1,174.7919443
1,2548,26,1,1,0,1659,9,0,1,0,819,6,0,1,0,271,2,0,0,0,50,1,0,0,0,191.8618046
1,3282,9,0,6,0,2438,3,0,2,0,1541,1,0,0,0,761,1,0,0,0,279,0,0,0,0,211.9681478
1,1262,4,2,295,5,873,1,1,102,4,559,0,0,25,1,306,0,0,5,1,118,0,0,1,1,105.1983717
1,3492,206,2,10,4,2765,130,0,3,3,1897,79,0,3,2,1108,51,0,1,1,521,33,0,0,1,168.9131141
1,2203,5,13,93,6,1654,3,4,55,3,1063,1,0,29,1,559,1,0,14,0,220,1,0,8,0,158.2512335
1,3385,46,1,12,1,2393,13,0,8,1,1463,7,0,6,0,777,4,0,1,0,323,1,0,1,0,216.2538154
1,4968,2,2,7,4,4190,0,1,1,2,3053,0,0,1,1,1809,0,0,1,1,781,0,0,0,1,175.3605857
1,6256,0,18,31,3,5212,0,9,16,3,3590,0,1,4,2,1774,0,1,2,1,583,0,0,1,0,145.8498719
1,302,27,8,23,3,188,13,2,21,0,108,11,1,13,0,65,6,0,6,0,36,4,0,4,0,224.3133909
1,3255,10,0,3,4,1911,5,0,1,2,897,1,0,0,0,295,0,0,0,0,59,0,0,0,0,218.7698764
1,2083,35,0,0,7,1341,22,0,0,2,697,9,0,0,2,274,3,0,0,1,59,2,0,0,1,209.4109357
1,500,27,1,0,5,264,13,0,0,3,115,8,0,0,2,30,3,0,0,1,4,2,0,0,1,224.8561637
1,5843,6,5,22,15,4885,2,1,9,8,3593,1,1,4,4,2023,1,0,0,3,701,1,0,0,2,141.9960578
1,4545,5,10,70,4,3684,2,4,30,2,2644,0,0,8,1,1400,0,0,2,1,490,0,0,0,0,129.6633947
1,3293,21,0,0,1,2413,11,0,0,1,1478,3,0,0,0,710,2,0,0,0,231,0,0,0,0,199.123092
1,722,2,0,9,3,417,2,0,3,1,220,2,0,1,0,88,0,0,0,0,29,0,0,0,0,208.3235281
1,2144,13,3,9,1,1517,6,0,6,1,970,3,0,2,1,494,1,0,1,1,177,1,0,0,0,191.2163556
1,6433,2,4,3,0,5278,0,1,0,0,3530,0,0,0,0,1539,0,0,0,0,368,0,0,0,0,159.2156909
1,1044,3,3,12,3,793,2,2,5,1,526,2,1,2,1,265,0,0,0,1,90,0,0,0,1,191.9268684
1,1080,14,0,0,27,695,9,0,0,13,382,8,0,0,5,147,7,0,0,3,53,6,0,0,0,237.9037882
1,351,4,40,228,3,169,3,19,94,1,64,2,8,31,1,13,2,2,10,0,2,1,2,4,0,115.7238012
1,2535,17,1,181,1,2114,7,0,117,1,1509,5,0,67,1,774,2,0,32,1,277,2,0,22,0,143.5896676
1,3968,9,73,44,3,3363,0,37,28,3,2644,0,18,16,2,1826,0,10,7,2,1088,0,3,6,0,153.6656877
1,3479,60,13,9,0,2447,38,5,3,0,1384,26,2,2,0,592,20,0,1,0,174,14,0,1,0,158.7196553
1,6916,17,45,50,16,6176,7,25,30,13,5151,4,13,21,10,3831,3,8,11,9,2547,3,3,7,7,179.407141
1,1747,7,0,1,4,1121,6,0,0,2,598,5,0,0,2,223,2,0,0,2,75,2,0,0,1,221.1229638
1,2492,13,1,13,2,1955,7,0,6,2,1358,2,0,1,1,821,1,0,0,0,418,0,0,0,0,234.1894333
1,15739,5,22,51,23,14113,2,8,20,7,11813,2,4,12,1,8913,1,3,3,1,5867,1,3,2,0,143.4218343
1,1585,33,0,14,2,1028,19,0,7,1,580,10,0,3,1,255,9,0,2,1,81,7,0,1,1,210.8998213
1,1134,13,14,58,0,874,6,2,43,0,594,5,0,17,0,371,4,0,11,0,162,1,0,5,0,169.555232
1,4765,1,9,9,3,4006,1,1,1,2,2822,0,0,0,2,1349,0,0,0,2,369,0,0,0,1,136.1163964
1,2462,10,6,26,1,1848,5,4,5,1,1210,1,4,0,1,577,0,2,0,0,200,0,0,0,0,145.7769086
1,832,23,0,9,1,587,11,0,1,1,333,3,0,0,1,149,3,0,0,1,49,2,0,0,0,182.1920326
1,3718,89,28,31,11,2859,54,16,22,5,1991,43,7,14,4,1135,33,2,9,2,532,28,0,9,1,166.9569182
1,215,5,14,15,16,146,4,9,9,10,84,2,6,4,7,52,2,3,2,5,24,1,1,2,2,217.6200671
1,4240,5,0,1,1,2907,1,0,0,0,1479,0,0,0,0,463,0,0,0,0,82,0,0,0,0,186.7483733
1,2945,6,10,354,2,2552,1,4,239,1,2029,0,1,153,0,1368,0,0,91,0,740,0,0,60,0,150.0136441
1,599,2,6,17,0,365,0,1,7,0,194,0,0,2,0,74,0,0,1,0,22,0,0,0,0,165.4487552
1,1493,16,2,22,5,1083,4,2,14,4,702,1,0,9,3,402,0,0,7,2,181,0,0,3,2,222.3015874
1,6935,14,4,23,2,5593,4,2,7,0,3676,3,1,3,0,1698,2,0,0,0,490,2,0,0,0,138.5223132
1,931,4,12,62,2,678,0,9,35,2,445,0,5,20,1,266,0,3,14,1,124,0,2,8,1,196.0966504
1,1871,13,1,14,3,1431,4,0,6,3,993,0,0,2,3,546,0,0,1,2,250,0,0,0,2,231.0346893
1,2782,9,7,14,0,1937,6,2,7,0,1088,2,0,1,0,423,1,0,0,0,79,1,0,0,0,186.6170249
1,1838,109,2,51,4,1135,67,0,30,3,536,48,0,13,3,189,40,0,6,3,45,36,0,4,2,225.3670617
1,3002,3,0,227,2,2567,0,0,90,2,1919,0,0,24,1,1112,0,0,5,0,494,0,0,1,0,164.4705008
1,1531,0,1,2,0,924,0,0,1,0,428,0,0,0,0,146,0,0,0,0,39,0,0,0,0,196.1152926
1,1107,5,1,10,1,866,1,0,3,0,588,1,0,2,0,305,1,0,1,0,126,0,0,1,0,188.336405
1,1972,30,25,190,6,1538,16,7,123,1,1082,10,1,71,1,668,5,0,41,0,305,3,0,21,0,119.4949766
1,3611,0,27,15,6,2940,0,8,4,3,2154,0,1,1,2,1291,0,0,1,1,572,0,0,0,1,135.059086
1,1492,67,0,24,2,1110,53,0,11,1,714,45,0,4,1,358,36,0,1,0,125,33,0,1,0,163.1313791
1,848,4,1,7,0,623,2,0,3,0,403,1,0,0,0,199,0,0,0,0,75,0,0,0,0,198.6697352
1,4893,98,2,7,5,3402,51,1,2,4,1934,33,0,2,1,861,21,0,1,0,289,14,0,0,0,217.7399984
1,2950,47,0,0,5,1982,17,0,0,3,1064,11,0,0,0,468,7,0,0,0,157,4,0,0,0,212.9731055
1,8518,6,841,63,33,7292,3,431,45,24,5703,1,212,33,17,4066,1,89,22,9,2468,1,37,19,7,113.0798528
1,2922,7,59,110,21,2328,2,23,61,14,1642,1,13,22,8,985,0,5,5,5,483,0,2,3,2,140.9582313
1,1965,7,3,2,3,1194,3,1,2,1,566,0,0,0,1,191,0,0,0,1,40,0,0,0,1,214.7519974
1,4235,2,23,113,9,3242,1,8,65,5,1989,0,0,37,1,939,0,0,22,0,335,0,0,13,0,172.8452572
1,1348,8,3,22,9,953,5,1,5,3,522,4,0,2,2,179,2,0,0,0,49,0,0,0,0,130.8163229
1,466,1,20,12,1,346,0,9,2,0,236,0,3,1,0,132,0,1,0,0,61,0,0,0,0,142.7871593
1,690,11,1,4,2,411,8,0,1,1,206,7,0,1,1,68,5,0,0,1,18,4,0,0,0,230.1707576
1,321,4,0,1,2,176,1,0,1,2,88,0,0,1,1,25,0,0,1,1,7,0,0,0,0,197.432976
1,5582,12,1,4,0,4267,7,1,2,0,2520,5,0,1,0,998,3,0,0,0,239,2,0,0,0,153.8077999
1,1485,11,1,1,17,1082,7,0,1,10,653,3,0,0,6,283,1,0,0,4,84,1,0,0,0,182.5588602
1,3322,8,1,53,0,2568,3,0,27,0,1780,1,0,16,0,983,1,0,9,0,412,1,0,4,0,158.9127849
1,1807,22,1,3,1,1148,13,0,0,0,564,8,0,0,0,207,5,0,0,0,48,4,0,0,0,208.205368
1,2304,2,0,3,0,1612,1,0,2,0,972,0,0,1,0,449,0,0,0,0,145,0,0,0,0,215.5080611
1,7750,1,53,7,19,6670,1,15,2,11,5122,0,3,1,7,3272,0,0,0,2,1642,0,0,0,1,130.7075816
1,6977,3,77,9,5,6042,1,35,1,3,4490,1,12,0,0,2384,0,4,0,0,814,0,1,0,0,139.6218053
1,1331,0,0,2,0,921,0,0,2,0,444,0,0,1,0,150,0,0,1,0,28,0,0,1,0,179.7626186
1,1071,30,0,0,7,773,14,0,0,3,492,7,0,0,2,238,1,0,0,2,80,1,0,0,1,193.0239655
1,4354,35,54,89,2,3709,26,30,57,2,2766,18,17,39,2,1648,13,9,22,1,778,12,5,13,1,167.6422911
1,977,429,8,53,3,640,288,2,28,2,374,185,0,15,2,196,117,0,8,1,98,86,0,5,0,245.4768155
1,2418,20,0,16,0,1798,10,0,10,0,1144,8,0,5,0,623,5,0,3,0,267,4,0,2,0,194.43685
1,1144,26,3,105,2,864,15,1,84,2,574,9,0,64,1,345,8,0,43,1,180,4,0,29,0,156.3307327
1,3022,19,1,8,0,2159,6,0,2,0,1271,1,0,1,0,628,1,0,1,0,219,1,0,1,0,187.5463137
1,893,97,0,410,2,547,56,0,318,1,304,26,0,235,0,120,15,0,159,0,40,8,0,118,0,184.9262952
1,1468,1,2,3,0,1089,0,0,0,0,667,0,0,0,0,281,0,0,0,0,72,0,0,0,0,145.725776
1,643,8,0,3,0,398,4,0,3,0,205,1,0,2,0,104,0,0,2,0,31,0,0,1,0,218.1767475
1,1058,55,0,17,1,735,24,0,16,0,488,11,0,13,0,311,6,0,10,0,177,2,0,8,0,237.0134869
1,4775,19,0,4,0,3197,12,0,1,0,1811,7,0,1,0,807,3,0,0,0,316,1,0,0,0,210.5350425
1,922,7,0,16,0,609,3,0,7,0,323,2,0,4,0,142,1,0,1,0,35,1,0,0,0,230.8027926
1,5301,10,6,164,3,4245,1,1,88,2,2896,0,1,47,2,1565,0,1,19,2,570,0,0,5,2,175.336013
1,1086,27,0,32,2,729,15,0,15,1,391,7,0,5,0,143,6,0,2,0,38,4,0,1,0,193.5625577
1,333,8,5,64,3,188,4,2,36,0,89,1,0,18,0,42,1,0,10,0,20,1,0,4,0,217.2443557
1,23,199,0,8,2,9,134,0,6,1,1,95,0,3,0,0,64,0,2,0,0,36,0,1,0,251.8490291
1,448,388,2,9,0,225,317,0,4,0,92,258,0,2,0,28,200,0,0,0,7,153,0,0,0,237.5334228
1,4736,11,2,13,2,3266,3,2,9,2,1904,2,2,5,0,943,2,0,2,0,337,1,0,1,0,247.3645346
1,329,11,0,10,3,214,4,0,3,3,115,3,0,2,2,40,0,0,2,0,13,0,0,0,0,215.3768846
1,6138,24,2,72,2,5169,9,1,53,1,3741,5,0,34,1,2209,2,0,27,0,999,0,0,18,0,163.0887078
1,661,7,2,22,1,490,4,0,14,0,330,0,0,6,0,203,0,0,4,0,108,0,0,2,0,227.2881962
1,316,1,4,16,0,228,1,1,4,0,144,0,0,3,0,75,0,0,0,0,25,0,0,0,0,151.4259627
1,372,25,12,3,6,204,16,2,2,4,95,10,1,1,3,45,6,1,0,1,17,5,0,0,0,168.3405049
1,378,136,0,20,0,256,115,0,17,0,162,90,0,14,0,91,71,0,14,0,47,56,0,13,0,228.3517216
1,668,22,0,12,1,406,16,0,5,0,214,11,0,1,0,90,10,0,1,0,26,7,0,1,0,177.5012918
1,11239,18,37,44,18,9935,9,17,36,12,7871,7,7,24,6,5339,5,3,15,5,2981,4,1,12,1,154.5215232
1,5416,158,2,55,7,3680,74,1,42,4,2143,40,1,34,3,1053,22,0,25,1,400,12,0,12,1,198.9838228
1,1470,61,0,4,1,872,30,0,3,1,448,16,0,2,0,178,6,0,2,0,53,6,0,2,0,239.8267912
1,1542,31,0,1,0,807,10,0,0,0,338,4,0,0,0,110,3,0,0,0,33,2,0,0,0,210.949235
1,1089,42,5,121,4,701,30,1,102,4,382,21,0,66,3,173,15,0,47,3,77,11,0,27,3,181.1705001
1,823,3,0,8,0,493,2,0,2,0,214,1,0,1,0,50,1,0,1,0,11,1,0,0,0,165.8870166
1,2139,4,2,0,0,1834,0,0,0,0,1431,0,0,0,0,1013,0,0,0,0,631,0,0,0,0,181.7281885
1,4424,22,6,11,4,3145,13,3,7,2,1807,10,2,2,1,815,8,1,1,1,281,6,1,0,1,160.9036367
1,429,19,6,2,2,277,13,1,0,2,165,9,0,0,0,84,6,0,0,0,33,5,0,0,0,220.3633478
1,947,31,8,35,2,797,25,3,24,2,638,15,1,16,2,449,6,1,12,1,285,3,0,8,1,143.6803102
1,695,28,3,3,1,401,14,2,3,0,159,9,1,2,0,49,3,0,1,0,18,3,0,0,0,167.5872507
1,1408,111,94,105,4,1119,108,30,68,4,805,103,13,42,3,533,98,5,19,2,280,98,2,6,1,140.1055453
1,0,9,0,39,791,0,7,0,14,673,0,4,0,3,549,0,4,0,1,443,0,4,0,0,335,543.6966878
1,849,54,0,0,0,420,24,0,0,0,161,20,0,0,0,50,13,0,0,0,14,7,0,0,0,181.5820569
1,2414,5,19,7,0,1791,1,9,3,0,1108,0,0,2,0,587,0,0,2,0,246,0,0,2,0,167.6051669
1,428,132,3,43,1,282,89,1,36,0,155,53,0,28,0,81,37,0,18,0,43,18,0,12,0,225.9351984
1,1196,35,1,34,2,896,20,1,23,0,595,8,0,8,0,359,2,0,7,0,169,2,0,3,0,218.8209525
1,5198,3,43,17,0,4690,1,15,12,0,3989,1,2,6,0,3103,1,1,5,0,2060,0,0,2,0,143.3999499
1,1132,2,1,5,2,867,1,0,1,1,541,0,0,0,1,215,0,0,0,0,54,0,0,0,0,176.0095189
1,908,64,2,100,1,656,36,2,65,1,367,21,0,48,1,208,15,0,29,1,94,10,0,16,0,189.9333657
1,724,21,4,15,4,511,16,3,8,3,284,14,1,4,2,133,11,1,3,2,53,8,1,0,1,214.2389513
1,5256,42,1,10,1,4820,40,1,7,0,4079,37,0,2,0,3068,37,0,2,0,1939,37,0,1,0,111.3192286
1,2328,18,70,8,0,2011,12,19,6,0,1565,11,4,4,0,1046,10,0,3,0,609,10,0,2,0,144.3286868
1,4031,1,42,55,1,3440,0,12,43,1,2549,0,4,24,1,1532,0,2,13,0,639,0,1,8,0,154.0748781
1,1248,0,16,74,6,983,0,5,32,2,623,0,0,18,1,307,0,0,8,0,85,0,0,3,0,126.3151154
1,1879,3,1,51,0,1573,1,0,44,0,1221,1,0,33,0,877,0,0,24,0,570,0,0,16,0,193.0869662
1,788,7,19,66,4,478,3,6,26,3,257,0,4,11,1,99,0,0,5,0,29,0,0,3,0,155.6487088
1,4460,13,1,5,1,3657,4,1,3,0,2596,0,0,1,0,1335,0,0,1,0,427,0,0,0,0,183.7466991
1,3794,1,5,6,0,3237,1,1,1,0,2360,0,1,0,0,1295,0,0,0,0,451,0,0,0,0,144.2316764
1,1476,4,1,96,0,1249,2,0,42,0,993,1,0,18,0,726,0,0,10,0,448,0,0,4,0,179.7679984
1,1569,3,6,57,2,1330,1,3,33,1,1019,0,2,14,0,646,0,2,4,0,366,0,1,3,0,162.918197
1,1811,134,11,82,10,1378,84,2,64,6,985,36,2,57,3,630,17,0,51,2,389,11,0,40,0,211.1237926
1,5524,8,0,6,0,3570,5,0,2,0,1764,0,0,1,0,643,0,0,1,0,165,0,0,0,0,227.7744632
1,3646,5,0,20,2,2874,2,0,4,2,1894,1,0,1,1,862,1,0,0,1,258,1,0,0,0,164.3771045
1,1625,34,7,7,28,1083,13,3,2,26,576,4,2,1,21,231,3,0,1,18,75,1,0,0,12,176.6609167
1,1745,3,3,2,0,1234,2,2,1,0,715,1,1,1,0,273,0,0,0,0,87,0,0,0,0,191.5162355
1,0,37,0,9352,0,0,25,0,4971,0,0,19,0,1383,0,0,14,0,399,0,0,13,0,179,0,84.7588667
1,2504,28,1,86,0,1922,17,0,55,0,1235,13,0,32,0,635,12,0,18,0,240,9,0,8,0,168.6471943
1,8454,4,160,56,19,7237,2,70,31,15,5617,2,38,14,14,3778,0,23,7,13,2058,0,13,2,7,131.161179
1,1451,5,0,11,0,1075,2,0,3,0,678,1,0,0,0,342,1,0,0,0,132,0,0,0,0,208.2225416
1,1994,5,0,10,0,1365,3,0,5,0,724,3,0,3,0,305,0,0,0,0,100,0,0,0,0,222.4975623
1,2355,50,0,17,2,1904,24,0,9,2,1420,15,0,6,0,949,13,0,3,0,549,8,0,2,0,213.2809008
1,686,43,0,17,2,452,13,0,7,0,256,6,0,4,0,127,2,0,1,0,47,2,0,0,0,208.9220347
1,311,4,2,45,2,214,3,1,15,0,104,1,1,6,0,39,0,1,4,0,9,0,0,2,0,155.1199285
1,1751,23,0,18,0,1110,9,0,6,0,546,5,0,0,0,200,3,0,0,0,61,2,0,0,0,229.2112001
1,763,7,7,102,7,457,0,5,52,3,252,0,1,17,2,87,0,0,9,0,32,0,0,3,0,196.019971
1,2954,16,3,267,0,2494,5,1,194,0,1927,1,0,144,0,1408,1,0,115,0,937,1,0,83,0,228.6469774
1,275,103,0,15,63,225,88,0,8,37,175,72,0,4,24,129,54,0,4,18,83,42,0,2,8,252.3881666
1,505,23,0,11,0,253,14,0,5,0,92,6,0,1,0,22,2,0,0,0,5,1,0,0,0,180.6406514
